comment_id,thread_id,video_id,comment_text,cleaned_text,author,author_channel_id,likes,is_reply,published_at,published_date,published_time,char_count,word_count,sentence_count,exclamation_count,question_count,caps_ratio,emoji_count,avg_word_length,sentiment_label,sentiment_score,emotion_primary,emotion_secondary,confidence,notes,is_sarcastic,is_spam,is_off_topic,language_other
UgwwXqLFyXifIvnqQ6J4AaABAg.8Gc_U7LwsiHAEcw9QVQBcD,UgwwXqLFyXifIvnqQ6J4AaABAg,habpdmFSTOo,"You see how it’s been 12 years since you’ve written this comment and how no one remembers it. Because if it were true, people would remember but because it’s not and it’s not to be taken seriously.","You see how it’s been 12 years since you’ve written this comment and how no one remembers it. Because if it were true, people would remember but because it’s not and it’s not to be taken seriously.",@Jiaqua,UC2krU17fVkmof5_3I5QfrMQ,0,1,2025-02-17T05:53:55Z,2025-02-17,05:53:55,197,37,2,0,0,0.01,0,5.32,,,,,,,,,,
UgwwXqLFyXifIvnqQ6J4AaABAg.8Gc_U7LwsiHAF0mz5yx4Fg,UgwwXqLFyXifIvnqQ6J4AaABAg,habpdmFSTOo,@@JiaquaBillie Eilish literally said G.U.Y. is one of her favorite Gaga songs so your comment is irrelevant,@@JiaquaBillie Eilish literally said G.U.Y. is one of her favorite Gaga songs so your comment is irrelevant,@jesuusch,UCthgnu_b2JtCyHw3se07YJQ,1,1,2025-02-26T21:34:45Z,2025-02-26,21:34:45,107,17,3,0,0,0.065,0,6.29,,,,,,,,,,
UgyQ5ehtxIbtr1yP5gt4AaABAg,UgyQ5ehtxIbtr1yP5gt4AaABAg,habpdmFSTOo,Lady GaGa is no dummy. She knew just how to answer that question about being sexual. How dare anyone make an issue of her stage appearance. All pop music is sexual. No one else is ever asked to explain why they promote a sexual image on stage.,Lady GaGa is no dummy. She knew just how to answer that question about being sexual. How dare anyone make an issue of her stage appearance. All pop music is sexual. No one else is ever asked to explain why they promote a sexual image on stage.,@prschuster,UCbsgCgZ_eMvWB3jq7Tmzvuw,11,0,2010-11-20T02:58:14Z,2010-11-20,02:58:14,243,47,5,0,0,0.029,0,5.17,,,,,,,,,,
UgxTRoJXQzj4HncSfDZ4AaABAg,UgxTRoJXQzj4HncSfDZ4AaABAg,habpdmFSTOo,"Later In another 2 hour interview she states that she is in some ways very much a feminist due to her strong female influences within her family unit for instance her Grandmother. I guess people's opinions can change. But to be fair she didn't actually say that feminism is about hating men, all she said was she loves men and celebrates American male culture, you can still do that and support the empowerment of woman  .","Later In another 2 hour interview she states that she is in some ways very much a feminist due to her strong female influences within her family unit for instance her Grandmother. I guess people's opinions can change. But to be fair she didn't actually say that feminism is about hating men, all she said was she loves men and celebrates American male culture, you can still do that and support the empowerment of woman .",@ConnorJP728,UCmvR_ACh4u4mnz652XSkB4A,7,0,2010-12-15T20:45:13Z,2010-12-15,20:45:13,421,76,3,0,0,0.014,0,5.54,,,,,,,,,,
UgxTRoJXQzj4HncSfDZ4AaABAg.8GbmDpnBJ6C9hhJEiOBfqV,UgxTRoJXQzj4HncSfDZ4AaABAg,habpdmFSTOo,"Back then, the definition was still widely misunderstood because of the media. In the 2000s, I often said the same thing because I assumed feminism was women hating on men - and notice how she instantly clarifies that she does not hate men, but just wants to be treated fairly without a double-standard, so she clearly made the same mistake that I did. By her own clarification here, she very much IS a feminist, just as I was - we just didn't understand the definition of the movement properly at the time. Her opinion was always the same.","Back then, the definition was still widely misunderstood because of the media. In the 2000s, I often said the same thing because I assumed feminism was women hating on men - and notice how she instantly clarifies that she does not hate men, but just wants to be treated fairly without a double-standard, so she clearly made the same mistake that I did. By her own clarification here, she very much IS a feminist, just as I was - we just didn't understand the definition of the movement properly at the time. Her opinion was always the same.",@ember-brandt,UC5PLGQAIVmTAiNRfRDh2H9A,0,1,2022-10-27T20:53:55Z,2022-10-27,20:53:55,540,98,4,0,0,0.019,0,5.51,,,,,,,,,,
UgyE80-6gjK2AqA5EKl4AaABAg,UgyE80-6gjK2AqA5EKl4AaABAg,habpdmFSTOo,Damage level is over 9000! 🔥🔥🔥❤😍 I love u Gaga!!! ❤❤❤,Damage level is over 9000! 🔥🔥🔥❤😍 I love u Gaga!!! ❤❤❤,@charlievetta1385,UC7ETm8qIUrH_byeCioGmBog,8,0,2021-03-28T01:49:09Z,2021-03-28,01:49:09,53,11,2,4,0,0.057,0,4.82,,,,,,,,,,
Ugz8Rus2GDeNvQseCMl4AaABAg,Ugz8Rus2GDeNvQseCMl4AaABAg,habpdmFSTOo,Legend,Legend,@user-jp9jk2jz1e,UC1xJ1ZHhqobLBwLrzbakNkQ,27,0,2018-08-19T15:50:55Z,2018-08-19,15:50:55,6,1,1,0,0,0.167,0,6.0,,,,,,,,,,
UgxlWCNZPxNC_VTrqId4AaABAg,UgxlWCNZPxNC_VTrqId4AaABAg,habpdmFSTOo,"And the Oscar of best answer ever goes to.....
LLLLLady rock fucking star Gaga",And the Oscar of best answer ever goes to..... LLLLLady rock fucking star Gaga,@smiLe_moRe24_7,UCGwdob_ca8B329f3JlQ0J-Q,6,0,2020-09-09T22:38:37Z,2020-09-09,22:38:37,78,14,1,0,0,0.103,0,5.57,,,,,,,,,,
Ugx5BR2TXrDIMYG9DCF4AaABAg,Ugx5BR2TXrDIMYG9DCF4AaABAg,habpdmFSTOo,"@ConnorJP728 i love lady gaga, but.. the fact that she had to pull away from saying she was a feminist by saying that she loves men, that she celebrates men.. shows that she was equating hating men to being a feminist.. but thank you for stating that, i'd like to find the full interview somewhere..","@ConnorJP728 i love lady gaga, but.. the fact that she had to pull away from saying she was a feminist by saying that she loves men, that she celebrates men.. shows that she was equating hating men to being a feminist.. but thank you for stating that, i'd like to find the full interview somewhere..",@chetzalicious,UCB3rjkhnmfv9VoAZ6TPlQhw,5,0,2011-05-09T20:47:11Z,2011-05-09,20:47:11,299,55,4,0,0,0.01,0,5.44,,,,,,,,,,
UgzKE7slyTlJiq2CV1p4AaABAg,UgzKE7slyTlJiq2CV1p4AaABAg,habpdmFSTOo,She’s incredible,She’s incredible,@Zenobiadream,UCi7ujoNjUH2eZ9BmrNqS8-A,6,0,2022-01-31T10:35:51Z,2022-01-31,10:35:51,16,2,1,0,0,0.062,0,8.0,,,,,,,,,,
Ugi8q11yjmpNnXgCoAEC,Ugi8q11yjmpNnXgCoAEC,habpdmFSTOo,I love men. Love women. Believe they deserve equality both ways. But will never call myself a feminist. ,I love men. Love women. Believe they deserve equality both ways. But will never call myself a feminist.,@neonlights777,UCAtM8SwJcgXEMiHhNS0kptQ,62,0,2014-11-18T20:56:40Z,2014-11-18,20:56:40,103,18,4,0,0,0.039,0,5.72,,,,,,,,,,
Ugi8q11yjmpNnXgCoAEC.7-H0Z7-4Kq27CIgdcIAnwL,Ugi8q11yjmpNnXgCoAEC,habpdmFSTOo,"+neonlights777 
Good, 'cause what you're describing here is egalitarianism more or less, while feminism is advocacy for women... Well, was until the 3rd wave arrived.","+neonlights777 Good, 'cause what you're describing here is egalitarianism more or less, while feminism is advocacy for women... Well, was until the 3rd wave arrived.",@TheNSJaws,UC1pjBfFMaY1ekQAs9lHChoA,13,1,2015-10-08T15:20:31Z,2015-10-08,15:20:31,165,25,2,0,0,0.012,0,6.6,,,,,,,,,,
Ugi8q11yjmpNnXgCoAEC.7-H0Z7-4Kq28LvW8WE1Ewt,Ugi8q11yjmpNnXgCoAEC,habpdmFSTOo,"This is exactly what confused supposedly ""Angry"" women who think they are feminists are actually looking for. Egalitarianism.","This is exactly what confused supposedly ""Angry"" women who think they are feminists are actually looking for. Egalitarianism.",@jedibiker1028,UCO7-HaeC9ap_m-f2X2IKbKA,1,1,2016-11-30T23:44:44Z,2016-11-30,23:44:44,125,18,2,0,0,0.024,0,6.94,,,,,,,,,,
Ugi8q11yjmpNnXgCoAEC.7-H0Z7-4Kq28UNOsCdWuSc,Ugi8q11yjmpNnXgCoAEC,habpdmFSTOo,A label doesn't define how good or bad of a person you are.,A label doesn't define how good or bad of a person you are.,@harpyeagle2588,UCldPEnSEXGNoVmQkPhl1lxA,1,1,2017-06-29T01:10:20Z,2017-06-29,01:10:20,59,13,1,0,0,0.017,0,4.54,,,,,,,,,,
Ugi8q11yjmpNnXgCoAEC.7-H0Z7-4Kq28WcSP0gEmjn,Ugi8q11yjmpNnXgCoAEC,habpdmFSTOo,"Feminism isn't equality. It's the fight for female rights. Females already have more rights than men. Yet, they're still fighting for ""equality"".","Feminism isn't equality. It's the fight for female rights. Females already have more rights than men. Yet, they're still fighting for ""equality"".",@oats8854,UC3WHILJr8_2ig5aaPOVQx8Q,3,1,2017-08-23T23:51:48Z,2017-08-23,23:51:48,145,22,4,0,0,0.028,0,6.59,,,,,,,,,,
Ugi8q11yjmpNnXgCoAEC.7-H0Z7-4Kq2A8br2ar8c2n,Ugi8q11yjmpNnXgCoAEC,habpdmFSTOo,@@oats8854 7 years later and you’re still wrong,@@oats8854 7 years later and you’re still wrong,@Mamahouse8,UCZOJzaINu0ftS2Abi0ZoQNQ,1,1,2024-09-20T16:41:42Z,2024-09-20,16:41:42,47,8,1,0,0,0.0,0,5.88,,,,,,,,,,
UgyTjuj4DXi2CZ_T4Wt4AaABAg,UgyTjuj4DXi2CZ_T4Wt4AaABAg,habpdmFSTOo,This was 13 years ago. What the world viewed what a feminist was is very different than the definition we understand it today. Feminist back then basically meant man hater,This was 13 years ago. What the world viewed what a feminist was is very different than the definition we understand it today. Feminist back then basically meant man hater,@Murmurrr,UCZap5Rgvibhqy-cx_-PSmHA,9,0,2023-01-26T01:40:12Z,2023-01-26,01:40:12,171,30,2,0,0,0.018,0,5.7,,,,,,,,,,
UgheDa08dIsNrHgCoAEC,UgheDa08dIsNrHgCoAEC,habpdmFSTOo,"It's quite funny that she said she's not feminist while at the very first part of the interview she was talking like a feminist, offended because of that question, thinking that if she was a man she wouldn't had been asked that, defending she does the same that a man can do, and doesn't want to be judged for that. Interesting, Gaga.","It's quite funny that she said she's not feminist while at the very first part of the interview she was talking like a feminist, offended because of that question, thinking that if she was a man she wouldn't had been asked that, defending she does the same that a man can do, and doesn't want to be judged for that. Interesting, Gaga.",@AndyFrungidor,UCWgqDtkIz4FvYSeWLaT-CpA,7,0,2016-09-18T22:43:27Z,2016-09-18,22:43:27,334,62,2,0,0,0.009,0,5.39,,,,,,,,,,
UgheDa08dIsNrHgCoAEC.8IzR5oD73oS8N_4ff_bn20,UgheDa08dIsNrHgCoAEC,habpdmFSTOo,"You're pretending modern feminists are just about equality.  They use that as a cover for their misandry. Regarding the question,  Gaga could smell his bull shit from a mile away. The question was ironically prejudice toward women.... The interviewer wanted to know why she would objectify herself because....big bad men. Lady gaga is truly liberated, like a real feminist and doesn't assume all men are pigs which is the type of worldview from which his question stemmed from.  Her behavior is consistent with equal expectations from both sexis.","You're pretending modern feminists are just about equality. They use that as a cover for their misandry. Regarding the question, Gaga could smell his bull shit from a mile away. The question was ironically prejudice toward women.... The interviewer wanted to know why she would objectify herself because....big bad men. Lady gaga is truly liberated, like a real feminist and doesn't assume all men are pigs which is the type of worldview from which his question stemmed from. Her behavior is consistent with equal expectations from both sexis.",@Johnf85,UC_FZhGIv8l8fEKvAvI_z7zQ,7,1,2017-01-10T23:44:14Z,2017-01-10,23:44:14,543,88,8,0,0,0.015,0,6.17,,,,,,,,,,
UgheDa08dIsNrHgCoAEC.8IzR5oD73oSADpMQY5UGqQ,UgheDa08dIsNrHgCoAEC,habpdmFSTOo,"@@Johnf858 years later, your take is mad weird now, what can we expect from a john, all i can say is, misandry is just a light response to misogynia","@@Johnf858 years later, your take is mad weird now, what can we expect from a john, all i can say is, misandry is just a light response to misogynia",@phandestroyedtheworld,UCTL0S_Ua3_fNB6z0rc5SNGQ,0,1,2025-01-28T05:11:40Z,2025-01-28,05:11:40,148,29,1,0,0,0.007,0,5.1,,,,,,,,,,
UgyfAE92Pj6M_eePzs94AaABAg,UgyfAE92Pj6M_eePzs94AaABAg,habpdmFSTOo,that is got to be one of the coolest pepole on Earth. ,that is got to be one of the coolest pepole on Earth.,@NATIONALCOMMUNISM666,UCwYsAiFA7-SIBTL_KZtkgRQ,4,0,2011-07-25T21:08:09Z,2011-07-25,21:08:09,53,12,1,0,0,0.019,0,4.42,,,,,,,,,,
Ugy1yfZV7CPL5_kwSUt4AaABAg,Ugy1yfZV7CPL5_kwSUt4AaABAg,habpdmFSTOo,"My Lady Gaga Respect-O-Meter just went up, like, 1000%.","My Lady Gaga Respect-O-Meter just went up, like, 1000%.",@HoHoMyLad,UCWeJtHN_f0ahDvEP_pXbfRA,4,0,2010-06-06T16:42:18Z,2010-06-06,16:42:18,55,9,1,0,0,0.109,0,6.11,,,,,,,,,,
UgxrEf3m1WEUALUa4Bp4AaABAg,UgxrEf3m1WEUALUa4Bp4AaABAg,habpdmFSTOo,"@SecondAura When she said she wasn't a feminist in tis vid, she was responding to a question that equated feminism with disaproval of sexually explicit performances. She's against sex negative feminists but she's for empowerment of women as a feminist. Context is everything.","@SecondAura When she said she wasn't a feminist in tis vid, she was responding to a question that equated feminism with disaproval of sexually explicit performances. She's against sex negative feminists but she's for empowerment of women as a feminist. Context is everything.",@prschuster,UCbsgCgZ_eMvWB3jq7Tmzvuw,1,0,2012-02-18T19:42:19Z,2012-02-18,19:42:19,275,43,3,0,0,0.018,0,6.4,,,,,,,,,,
UgxFYRR8gqcZGe2oO2N4AaABAg,UgxFYRR8gqcZGe2oO2N4AaABAg,habpdmFSTOo,"This was 4 years ago, she's changed a lot. She is now a feminist.","This was 4 years ago, she's changed a lot. She is now a feminist.",@FluroWaves,UCoCAsCYaWEuTHKqOxs7kmnA,0,0,2013-08-26T08:12:07Z,2013-08-26,08:12:07,65,14,2,0,0,0.031,0,4.64,,,,,,,,,,
Ugwzl0Cnr1rozv5x2254AaABAg,Ugwzl0Cnr1rozv5x2254AaABAg,habpdmFSTOo,"wow, she fucking destroyed him","wow, she fucking destroyed him",@katyalou,UCw5wrq848ZouuxwhQIEcLvw,1,0,2018-08-09T21:08:14Z,2018-08-09,21:08:14,30,5,1,0,0,0.0,0,6.0,,,,,,,,,,
Ugw7S-NmVKHcp9ANmsN4AaABAg,Ugw7S-NmVKHcp9ANmsN4AaABAg,habpdmFSTOo,How I miss this lady Gaga the punk rock does not suffer toxic male tv personality since hitting 30 she is more diplomatic how I wish mind set she was stuck in her 20,How I miss this lady Gaga the punk rock does not suffer toxic male tv personality since hitting 30 she is more diplomatic how I wish mind set she was stuck in her 20,@georgegoros5916,UCI6VQgth17FMBmESE8tmVGw,0,0,2023-09-30T10:29:16Z,2023-09-30,10:29:16,165,34,1,0,0,0.024,0,4.85,,,,,,,,,,
Ugz3YXc_G706AmxbT-14AaABAg,Ugz3YXc_G706AmxbT-14AaABAg,habpdmFSTOo,"@ConnorJP728  I can understand why Lady Gaga would say she is a feminist in one interview and then say she is not in another. She identifies with being empowered as a strong woman, but she also wants to distance herself from the negative image that feminists have created for themselves by some of the man hating and anti-sex attitudes that are so common among feminists.","@ConnorJP728 I can understand why Lady Gaga would say she is a feminist in one interview and then say she is not in another. She identifies with being empowered as a strong woman, but she also wants to distance herself from the negative image that feminists have created for themselves by some of the man hating and anti-sex attitudes that are so common among feminists.",@prschuster,UCbsgCgZ_eMvWB3jq7Tmzvuw,1,0,2011-01-23T13:28:22Z,2011-01-23,13:28:22,370,65,2,0,0,0.019,0,5.69,,,,,,,,,,
Ugw4q5iZld56E6EnQOV4AaABAg,Ugw4q5iZld56E6EnQOV4AaABAg,habpdmFSTOo,lol “no” 😂😂😂 lady gaga been her,lol “no” 😂😂😂 lady gaga been her,@ztube2011,UCXi2jLwRiyBGA-JcJac8yxg,1,0,2024-12-30T08:17:08Z,2024-12-30,08:17:08,31,7,1,0,0,0.0,0,4.43,,,,,,,,,,
UgyKMBJT2jeSShnZ9lV4AaABAg,UgyKMBJT2jeSShnZ9lV4AaABAg,habpdmFSTOo,and Lady Gaga knows this as well which is why she denied being a feminist because she knows what the movement has become,and Lady Gaga knows this as well which is why she denied being a feminist because she knows what the movement has become,@ManSpeakOut,UCPnZw1c1z90tua9V9iirNZw,0,0,2011-01-10T03:57:01Z,2011-01-10,03:57:01,120,23,1,0,0,0.017,0,5.22,,,,,,,,,,
UgxsNPiGmKTzAd6azPx4AaABAg,UgxsNPiGmKTzAd6azPx4AaABAg,habpdmFSTOo,Said feminism is looked as man hating... I already heard lady gaga saying she was a feminist in other interviews but I still love her,Said feminism is looked as man hating... I already heard lady gaga saying she was a feminist in other interviews but I still love her,@HannahMC921,UCKNd5tj-odp_3RViWDBBPgg,0,0,2013-06-20T04:33:10Z,2013-06-20,04:33:10,133,25,1,0,0,0.023,0,5.32,,,,,,,,,,
Ugza_0jSmHC_4b5JNbh4AaABAg,Ugza_0jSmHC_4b5JNbh4AaABAg,habpdmFSTOo,The way this girl talks,The way this girl talks,@abixgh,UC7D2JKJnnbHucTQ6I6jDxUA,1,0,2023-01-15T13:25:17Z,2023-01-15,13:25:17,23,5,1,0,0,0.043,0,4.6,,,,,,,,,,
Ugwf-aUxTeyEci7ezNF4AaABAg,Ugwf-aUxTeyEci7ezNF4AaABAg,habpdmFSTOo,"A woman who is not a feminist does not make her less of a woman.  Feminism is not a ""radical notion"" that women are people.  Women have always been people (whether people choose to accept that fact or not). Feminism is not a ""lifestyle"" - it is an ideology.  Feminism is not ""believing in women's rights"".  People believed long before the feminist movement.  Feminism teaches that women are better than men and that men are not necessary.  Feminism is just a PC term for misandry.","A woman who is not a feminist does not make her less of a woman. Feminism is not a ""radical notion"" that women are people. Women have always been people (whether people choose to accept that fact or not). Feminism is not a ""lifestyle"" - it is an ideology. Feminism is not ""believing in women's rights"". People believed long before the feminist movement. Feminism teaches that women are better than men and that men are not necessary. Feminism is just a PC term for misandry.",@Markus1481,UCyfjF6dGb3ZuzCsqCkVCMxQ,0,0,2012-12-19T07:26:04Z,2012-12-19,07:26:04,474,85,8,0,0,0.021,0,5.58,,,,,,,,,,
Ugxd7YdCIGk5c9-EFk94AaABAg,Ugxd7YdCIGk5c9-EFk94AaABAg,habpdmFSTOo,I love lady gaga! I Love Feminist People and i LOve myself ;),I love lady gaga! I Love Feminist People and i LOve myself ;),@PiinkBlack95,UCrvdXnsdP83hA_smDrFi99A,3,0,2012-06-07T12:20:40Z,2012-06-07,12:20:40,61,13,1,1,0,0.115,0,4.69,,,,,,,,,,
UgwAcZ5aEkrT28UwWJV4AaABAg,UgwAcZ5aEkrT28UwWJV4AaABAg,habpdmFSTOo,"Check out the video: ""Lady Gaga on Feminism"". Here she calls herself a feminist and says that feminism is not about hating men. When she says she's not a feminist in this video, she seems to be distancing herself from some of the man hating and anti-sex attitudes that are all too prevelant among feminists. I know this from my own experiences. Since she's obviously way too smart to be contradicting herself, she must be looking at different understandings of the word. She's right both times.","Check out the video: ""Lady Gaga on Feminism"". Here she calls herself a feminist and says that feminism is not about hating men. When she says she's not a feminist in this video, she seems to be distancing herself from some of the man hating and anti-sex attitudes that are all too prevelant among feminists. I know this from my own experiences. Since she's obviously way too smart to be contradicting herself, she must be looking at different understandings of the word. She's right both times.",@prschuster,UCbsgCgZ_eMvWB3jq7Tmzvuw,1,0,2011-02-07T15:41:57Z,2011-02-07,15:41:57,494,86,6,0,0,0.018,0,5.74,,,,,,,,,,
UgzxEl4j5U_h8W8lJSx4AaABAg,UgzxEl4j5U_h8W8lJSx4AaABAg,habpdmFSTOo,I live for her.,I live for her.,@VampireLovatic,UCcp3rZN5I6mLPp1hxzlcamw,1,0,2022-11-26T13:38:52Z,2022-11-26,13:38:52,15,4,1,0,0,0.067,0,3.75,,,,,,,,,,
UgzSHf6BKanbRiPJsHR4AaABAg,UgzSHf6BKanbRiPJsHR4AaABAg,habpdmFSTOo,I would pay to see the interviewer's face there,I would pay to see the interviewer's face there,@pototo2482,UC1IBIpy58B_f-dkVqK4e5tA,3,0,2021-03-11T22:51:10Z,2021-03-11,22:51:10,47,9,1,0,0,0.021,0,5.22,,,,,,,,,,
UgxrxxzanGjbRSkDsRR4AaABAg,UgxrxxzanGjbRSkDsRR4AaABAg,habpdmFSTOo,She is intelligent.,She is intelligent.,@FluroWaves,UCoCAsCYaWEuTHKqOxs7kmnA,1,0,2013-08-19T06:02:37Z,2013-08-19,06:02:37,19,3,1,0,0,0.053,0,6.33,,,,,,,,,,
UgxMC20HmGN9w25dGMx4AaABAg,UgxMC20HmGN9w25dGMx4AaABAg,habpdmFSTOo,"feminism is not hating men, it is believing in women's rights
","feminism is not hating men, it is believing in women's rights",@CaribouTheGreat,UCQWi980MOHp_5Ux6Tz1sAQA,0,0,2012-12-15T23:58:57Z,2012-12-15,23:58:57,61,11,1,0,0,0.0,0,5.55,,,,,,,,,,
UgyaAq33J5w_fOpc9kR4AaABAg,UgyaAq33J5w_fOpc9kR4AaABAg,habpdmFSTOo,I never heard the part right after where she denies being a feminist. That’s really disappointing and also so wild after giving such an iconic feminist soundbite. I wonder what she would say now. She’s clearly a feminist to me. It’s crazy that there’s so much misconception and fear of that label,I never heard the part right after where she denies being a feminist. That’s really disappointing and also so wild after giving such an iconic feminist soundbite. I wonder what she would say now. She’s clearly a feminist to me. It’s crazy that there’s so much misconception and fear of that label,@roxyredrose1,UC7m2yeNvbbqp3QmvjF3gYGw,0,0,2024-12-10T01:13:10Z,2024-12-10,01:13:10,296,52,4,0,0,0.017,0,5.69,,,,,,,,,,
Ugy4a6hOezNsK9QYr0Z4AaABAg,Ugy4a6hOezNsK9QYr0Z4AaABAg,habpdmFSTOo,"I’m not sure why the question was offensive. It want asked in an offensive way from my point of view. He didn’t imply she had no value beyond her sex appeal. Rockstars don’t normally display their bodies. If a male rockstar was on stage in a Speedo, I’m pretty sure they would get questioned? Maybe I’m just being ignorant.","I’m not sure why the question was offensive. It want asked in an offensive way from my point of view. He didn’t imply she had no value beyond her sex appeal. Rockstars don’t normally display their bodies. If a male rockstar was on stage in a Speedo, I’m pretty sure they would get questioned? Maybe I’m just being ignorant.",@ryanjohnson3392,UCiMN5YCqBqBcHmW71fziR_g,1,0,2022-08-20T17:40:16Z,2022-08-20,17:40:16,323,59,6,0,1,0.028,0,5.47,,,,,,,,,,
Ugy4a6hOezNsK9QYr0Z4AaABAg.9exs0tTwb9Y9klv5AO33LU,Ugy4a6hOezNsK9QYr0Z4AaABAg,habpdmFSTOo,"They wouldn’t, Axel Rose was in concerts in boxers back in the day and he is, in fact, considered a rockstar","They wouldn’t, Axel Rose was in concerts in boxers back in the day and he is, in fact, considered a rockstar",@miguelvera2846,UCsW2gZQucLgRUSEz3U1F4tw,3,1,2023-01-12T05:24:32Z,2023-01-12,05:24:32,108,21,1,0,0,0.028,0,5.14,,,,,,,,,,
Ugyuxnb9LEvdMzaeBPt4AaABAg,Ugyuxnb9LEvdMzaeBPt4AaABAg,habpdmFSTOo,"@ahlymel totally agree. i don't really care about gaga, but i did agree with most things she said in this video-   except the part where she says ""im not a feminist, i love men""

that's not the definition of feminism. thats a stereotype. its not just gaga who believs thats what a feminist is, a lot of people think this and i don't know how we can change that mindset. feminisim is about striving for fairness and equality between both sexes. its nothing to do with who hates who the most. ","@ahlymel totally agree. i don't really care about gaga, but i did agree with most things she said in this video- except the part where she says ""im not a feminist, i love men"" that's not the definition of feminism. thats a stereotype. its not just gaga who believs thats what a feminist is, a lot of people think this and i don't know how we can change that mindset. feminisim is about striving for fairness and equality between both sexes. its nothing to do with who hates who the most.",@DarkPanthera,UCAwibDqfF40DmRlq4eyz04A,0,0,2010-10-31T21:28:33Z,2010-10-31,21:28:33,487,91,6,0,0,0.0,0,5.35,,,,,,,,,,
UgxpQ3iYyMb-cL-_lFZ4AaABAg,UgxpQ3iYyMb-cL-_lFZ4AaABAg,habpdmFSTOo,@princessannikki  I have never said that feminism = man hating. But it's a well known fact that there really are man haters in the feminist movement who give it a bad name. There's also a difference between the political goal of feminism to gain rights & priviledges for women and the ideal of gender equality. But that's another discussion altogether. I still think that Lady Gaga is just distancing herself from real attitudes within the feminist movement. It's not just a negative stereotype.,@princessannikki I have never said that feminism = man hating. But it's a well known fact that there really are man haters in the feminist movement who give it a bad name. There's also a difference between the political goal of feminism to gain rights & priviledges for women and the ideal of gender equality. But that's another discussion altogether. I still think that Lady Gaga is just distancing herself from real attitudes within the feminist movement. It's not just a negative stereotype.,@prschuster,UCbsgCgZ_eMvWB3jq7Tmzvuw,0,0,2011-02-07T15:30:21Z,2011-02-07,15:30:21,494,83,6,0,0,0.016,0,5.95,,,,,,,,,,
Ugw2TvJgrOjjp7RENix4AaABAg,Ugw2TvJgrOjjp7RENix4AaABAg,habpdmFSTOo,"I think the funny thing is that in another video of her i saw she claimed she was a feminist :P that being said there is a hugely vocal man hating arm in the feminist movement, there was a blog post i read by a feminist who wanted to have a castration day... so I can see why people may think that even though there are more feminists who don't hate men then there are feminists who do. but people with the craziest opinions always stand out more.","I think the funny thing is that in another video of her i saw she claimed she was a feminist :P that being said there is a hugely vocal man hating arm in the feminist movement, there was a blog post i read by a feminist who wanted to have a castration day... so I can see why people may think that even though there are more feminists who don't hate men then there are feminists who do. but people with the craziest opinions always stand out more.",@Yurothehotot,UCpVX91IYuKNq6mvJs7SX0_A,0,0,2013-04-10T05:35:29Z,2013-04-10,05:35:29,447,88,3,0,0,0.007,0,5.08,,,,,,,,,,
UgzHMIGYKVpOBFt-yLJ4AaABAg,UgzHMIGYKVpOBFt-yLJ4AaABAg,habpdmFSTOo,Her voice changed alot,Her voice changed alot,@therandomactivist1124,UCxP6B3jKXGy8WWqfjU12qgw,1,0,2024-05-27T00:04:34Z,2024-05-27,00:04:34,22,4,1,0,0,0.045,0,5.5,,,,,,,,,,
UgyFDNPFrTuvffDm-cp4AaABAg,UgyFDNPFrTuvffDm-cp4AaABAg,habpdmFSTOo,To be a mother that's one responsability but any ways stop complaining and get the point!,To be a mother that's one responsability but any ways stop complaining and get the point!,@edwinandres01,UC6UjHzRHbPs38oAReJLT01g,0,0,2012-11-12T22:43:50Z,2012-11-12,22:43:50,89,16,1,1,0,0.011,0,5.56,,,,,,,,,,
UgxWAgvb2pWfTH07Peh4AaABAg,UgxWAgvb2pWfTH07Peh4AaABAg,habpdmFSTOo,I want this Gaga BACK!,I want this Gaga BACK!,@iPhaele,UCUpbUYtZPf7HxrVXNKtzhTg,0,0,2012-10-18T12:43:06Z,2012-10-18,12:43:06,22,5,1,1,0,0.273,0,4.4,,,,,,,,,,
Ugx4iZy4BqQbvD_0FgF4AaABAg,Ugx4iZy4BqQbvD_0FgF4AaABAg,habpdmFSTOo,"Because she just pointed out the double standard between men and women and basically described what feminism is about and then rejected the idea of being a feminist because she's ignorant to what feminism actually is? So no, no she really didn't give the best answer to an interview ever","Because she just pointed out the double standard between men and women and basically described what feminism is about and then rejected the idea of being a feminist because she's ignorant to what feminism actually is? So no, no she really didn't give the best answer to an interview ever",@xkandilandx,UCUcP91nLUWvxvj7JrtUb3GQ,0,0,2013-09-24T19:30:07Z,2013-09-24,19:30:07,287,50,1,0,1,0.007,0,5.74,,,,,,,,,,
UgxS0WMayc3r0PQDRCF4AaABAg,UgxS0WMayc3r0PQDRCF4AaABAg,habpdmFSTOo,@princessannikki  Lady Gaga never says that she doesn't support women's equality. She just says that she celebrates American male culture. And let's be honest here. Feminism has become more than just gender equity. It also has a male bashing side. That's why I would rather call myself a gender equitist and let the women's movement keep the feminist label for themselves.,@princessannikki Lady Gaga never says that she doesn't support women's equality. She just says that she celebrates American male culture. And let's be honest here. Feminism has become more than just gender equity. It also has a male bashing side. That's why I would rather call myself a gender equitist and let the women's movement keep the feminist label for themselves.,@prschuster,UCbsgCgZ_eMvWB3jq7Tmzvuw,0,0,2011-02-07T14:14:14Z,2011-02-07,14:14:14,371,61,6,0,0,0.024,0,6.08,,,,,,,,,,
